umls_id,mondo_id
C2986550,6372
C0032000,6373
C0855173,6374
C0677608,6375
C1709570,6377
C1709574,6378
C1709578,6380
C0457529,6381
C1266050,6382
C1709656,6383
C1709663,6385
C1514429,6386
C2200138,6387
C1334614,6388
C1335518,6389
C1300585,6390
C1335679,6392
C3272790,6393
C3272804,6394
C1335691,6395
C0730199,6396
C1337036,6397
C1514921,6398
C0279738,6400
C1335894,6401
C1519172,6403
C2111671,6404
C1335982,6405
C0205697,6406
C0334513,6407
C1710067,6408
C1335965,6409
C0456483,6410
C1710096,6411
C0856900,6414
C1335991,6416
C3272522,6417
C1519371,6418
C1335999,6419
C1336004,6420
C1710112,6421
C1710113,6422
C1275277,6423
C1336048,6426
C0334444,6427
C2018774,6428
C0153791,6429
C2018777,6430
C0279610,6432
C1336521,6435
C1336522,6436
C0008476,6438
C1275236,6442
C0334523,6444
C0238448,6446
C2057625,6447
C0205969,6451
C1335924,6452
C1336865,6455
C0040100,6456
C0279705,6458
C1266094,6459
C1336749,6462
C1513721,6463
C1336754,6464
C1266099,6466
C1710177,6467
C0238461,6468
C1273017,6469
C0280317,6470
C0345945,6471
C0007138,6474
C0334265,6474
C1336853,6475
C0279653,6476
C0346167,6477
C1336861,6478
C2007059,6479
C1334180,6480
C0600079,6481
C1336878,6482
C1275859,6483
C3532429,6484
C0280630,6485
C0220633,6486
C1519912,6487
C1519918,6488
C2004576,6489
C0238518,6490
C0022783,6491
C0001429,6493
C0007789,6497
C0850572,6498
C0018552,6499
C0018916,6500
C0751739,6505
C0002882,6506
C0007133,6509
C0035091,6510
C0001339,6515
C0872084,6516
C0278704,6517
C0234894,6521
C0001197,6523
C0263421,6524
C0162820,6525
C0149526,6526
C0008373,6530
C0155489,6531
C0155398,6532
C0155490,6533
C0152230,6534
C0155163,6537
C1333298,6539
C0032633,6540
C0085273,6544
C0014742,6545
C0014747,6546
C0015456,6548
C1336884,6550
C0002173,6551
C0016632,6553
C0085074,6554
C0743086,6555
C0018567,6556
C0685200,6557
C0019343,6558
C0162836,6559
C0020620,6560
C0155212,6561
C0022283,6562
C0021171,6562
C0334019,6563
C0162823,6564
C0152092,6565
C0022593,6566
C0270204,6567
C0023219,6569
C0023643,6570
C0162849,6571
C0023646,6572
C0023787,6573
C0023801,6574
C0024081,6576
C1334644,6577
C1334662,6578
C1321683,6579
C0026113,6580
C0162423,6581
C0265985,6582
C0027538,6583
C0022353,6584
C0027822,6585
C1274184,6586
C0028796,6589
C0030326,6591
C0030491,6592
C0406608,6593
C0030807,6594
C0158976,6595
C0162824,6596
C0031762,6597
C0162830,6598
C0032026,6601
C0162839,6602
C1335666,6603
C0035854,6604
C0036271,6605
C0036413,6606
C0036502,6607
C0036508,6608
C0151514,6610
C0036203,6611
C1336506,6612
C0155105,6613
C0600336,6614
C0262643,6615
C0032342,6616
C0037275,6617
C0157743,6618
C0153062,6619
C1336978,6620
C1520084,6621
C1336981,6622
C0011882,6626
C0029410,6629
C0267841,6633
C0001433,6634
C0001139,6635
C0022672,6637
C0035319,6638
C0206686,6639
C0001622,6640
C0001727,6641
C0007192,6643
C1622502,6644
C0023891,6644
C0085677,6645
C0206653,6646
C0751843,6647
C0003152,6648
C0751711,6649
C0221069,6650
C0042165,6651
C0262564,6652
C0003164,6653
C0003165,6654
C0003505,6655
C0003509,6656
C0878486,6658
C0003851,6659
C0003907,6660
C0025290,6662
C0004045,6663
C0018817,6664
C2981141,6666
C0009768,6668
C0014121,6669
C0085437,6670
C0004669,6671
C0004690,6672
C0001431,6673
C0334511,6674
C0005122,6676
C0005403,6677
C0005683,6678
C0005694,6679
C0006035,6681
C0700251,6683
C0521542,6686
C0006430,6687
C0006542,6688
C0007274,6690
C0206083,6692
C0007774,6693
C0007775,6694
C0269189,6696
C0947622,6698
C0701818,6699
C0001432,6701
C0085392,6705
C1136339,6706
C0009442,6709
C0085417,6710
C0031048,6711
C0010037,6712
C0085109,6713
C0010051,6714
C0242231,6715
C0010072,6716
C0002991,6717
C0149870,6721
C0026618,6722
C0038364,6723
C1135196,6727
C0012624,6728
C0012628,6729
C0013238,6733
C0013299,6735
C0007868,6736
C0007125,6739
C0014008,6740
C0014068,6741
C0041310,6743
C0206586,6744
C0206630,6745
C0014371,6747
C0014736,6751
C1276801,6752
C0338395,6753
C0917875,6754
C0015190,6755
C0005398,6757
C0751931,6759
C0014761,6760
C1851111,6761
C0016697,6762
C0311223,6763
C0085438,6764
C4039413,6765
C1510417,6766
C0152020,6769
C0162375,6770
C0017675,6771
C0206722,6773
C0040414,6777
C0474824,6778
C0018789,6779
C0018835,6780
C0019077,6783
C0206672,6787
C0020441,6790
C0034151,6792
C0020506,6793
C0020532,6795
C0151620,6796
C0152132,6797
C0020579,6798
C0020659,6799
C0020876,6801
C0021141,6802
C0340305,6803
C0278601,6804
C0002965,6805
C0042166,6806
C0021845,6807
C0752138,6808
C0151740,6810
C0524812,6811
C0751895,6812
C0206737,6813
C0022081,6814
C0153427,6815
C0022408,6816
C0206642,6817
C0022667,6821
C0022735,6823
C0007128,6824
C0022802,6825
C0022806,6826
C0043019,6827
C0023501,6829
C0022782,6830
C0282548,6831
C0271760,6833
C0027721,6835
C0025293,6836
C0152136,6837
C0024131,6838
C0024164,6839
C0024214,6840
C0024223,6842
C0024441,6843
C0024473,6844
C0041317,6845
C0020540,6846
C0086588,6848
C0024894,6849
C0024958,6850
C0025048,6851
C0206637,6853
C0025464,6854
C0025472,6855
C3714739,6856
C0740392,6857
C0026636,6858
C0010635,6859
C0027073,6862
C0027155,6863
C0037033,6864
C0017575,6865
C0695242,6868
C0018023,6869
C1135873,6871
C0577620,6872
C0022354,6874
C0028840,6875
C0041322,6876
C0029051,6877
C0023523,6880
C0149507,6881
C0029191,6882
C0030271,6883
C0549471,6883
C0030332,6884
C0206683,6886
C0030455,6887
C0270932,6888
C0030483,6889
C0262587,6890
C0877149,6894
C0030849,6895
C0014869,6896
C0031029,6897
C0031037,6898
C0031055,6899
C0031065,6900
C0270810,6903
C0346005,6907
C0032001,6908
C0013338,6909
C0032266,6912
C0025295,6913
C0032587,6915
C0152099,6916
C0752132,6917
C0042167,6918
C0362046,6920
C0001255,6921
C0085389,6923
C0004773,6924
C1258222,6925
C0033700,6929
C0033790,6930
C0009250,6931
C0034063,6932
C0085269,6933
C0034103,6937
C0034183,6938
C0034186,6939
C0154744,6940
C0034686,6941
C0035066,6945
C0035086,6946
C0020545,6947
C0035302,6948
C0035312,6949
C0152026,6950
C0035328,6951
C0035344,6952
C0035404,6953
C0035585,6956
C0162644,6957
C0149940,6960
C0036457,6961
C0206684,6962
C1382026,6962
C0036503,6963
C0020503,6964
C0029412,6965
C0030569,6966
C0376685,6968
C0037023,6969
C0036091,6970
C0037073,6971
C0037120,6972
C0206697,6973
C0206652,6974
C0206658,6975
C0037661,6976
C0037859,6977
C0037998,6978
C0038235,6979
C0038478,6980
C0014122,6981
C0040149,6982
C0038531,6983
C0038539,6984
C0018024,6986
C0340375,6987
C0038732,6988
C0031024,6989
C0042168,6990
C0003511,6992
C1135191,6993
C0039319,6994
C0040127,6996
C0751932,6997
C0751560,6998
C0040435,6999
C0040962,7001
C0020951,7004
C0154743,7006
C0041948,7008
C0041952,7009
C0042171,7011
C0376329,7012
C0243000,7013
C0042636,7014
C0025297,7015
C0042842,7016
C0423361,7017
C0042996,7018
C0042998,7019
C0043121,7020
C0949570,7021
C0034188,7022
C0043410,7024
C0263912,7028
C0265234,7029
C4275172,7031
C0033770,7032
C0265363,7032
C0265268,7034
C0000889,7035
C1332135,7036
C0001080,7037
C1863416,7038
C0027832,7039
C1275079,7040
C0001193,7041
C0175699,7042
C0220658,7043
C3276228,7044
C2931762,7045
C1863343,7046
C0545044,7047
C0265971,7048
C1863342,7049
C1321495,7050
C0796280,7051
C1876177,7053
C1863321,7054
C0917715,7057
C1863307,7058
C3495490,7059
C1863225,7066
C1863224,7067
C0268126,7068
C0001529,7070
C0271740,7071
C1863204,7072
C0001860,7074
C0391816,7077
C3494506,7078
C3838731,7080
C1863094,7082
C0263505,7082
C1863092,7084
C1863090,7085
C3549447,7087
C1863052,7088
C1863051,7089
C1863015,7090
C1863014,7091
C0399368,7092
C1863012,7093
C1863006,7095
C0271556,7096
C0268389,7099
C2751492,7100
CN204529,7101
C1862956,7102
C3888102,7105
C1862937,7105
C1862936,7106
C1862935,7107
C5676874,7109
C2676137,7110
C1862932,7111
C1387721,7112
C0162635,7113
C1970130,7115
C5568836,7118
C1862868,7120
C1862867,7121
C1862866,7123
C0020498,7127
C0234906,7128
C0036400,7130
C1862844,7131
C1862843,7132
C1862842,7133
C1862841,7134
C1862840,7135
C4551992,7138
C1862824,7139
C0265246,7142
C1862682,7143
C1862681,7144
C0520679,7147
C1862555,7149
C0003742,7150
C1862511,7152
C0917804,7154
C1862510,7155
C0748473,7156
C0220662,7157
C1862472,7158
C1862471,7159
C1862458,7162
C1720416,7163
C1970107,7164
C1862441,7165
C1862440,7166
C3502361,7170
C1862389,7172
C3276096,7173
C1862387,7174
C3152251,7175
C1862382,7176
C1862381,7177
C1862380,7178
C0004364,7179
C1862373,7180
C1862372,7181
C0024408,7182
C1862358,7183
C1862319,7185
C0017168,7186
C0004779,7187
C1862299,7188
C0004943,7191
C1862289,7192
C4551595,7193
C0428791,7194
C2751431,7195
C0339085,7198
C1862275,7199
C0796197,7200
C0220663,7201
C1862259,7202
C0346072,7203
C4317154,7204
C1862177,7205
C0457014,7207
C0432201,7208
C1862172,7209
C1862171,7210
C1862170,7211
C1862169,7212
C1862163,7213
C1862162,7214
C1862151,7215
C1862140,7217
C1862130,7219
C1862103,7221
C1862101,7224
C1862100,7225
C1862092,7227
C0342282,7227
C1862084,7228
C1862082,7230
C2931421,7231
C1862071,7234
C0405471,7237
CN033494,7238
C0340504,7241
C0006413,7243
C0020497,7244
C1861975,7245
C1861974,7246
C1861967,7247
C1861964,7248
C1861922,7251
C0220666,7252
C1861915,7253
C2751429,7257
C1861899,7258
C2676032,7259
C1861898,7260
C1861897,7261
CN029449,7265
C1861864,7266
C1861863,7267
C1861862,7268
C1449563,7269
C1861861,7270
C0406817,7271
C1861848,7273
C1861847,7274
C0007286,7275
C0265493,7276
C1855179,7278
C1861833,7280
C3805409,7282
C4011454,7283
C1861828,7285
C3805411,7286
C3805412,7287
C3805373,7289
C0398738,7293
C1861753,7294
C0751951,7294
C0376532,7295
CN200685,7295
C1861736,7296
C4274986,7296
C1861735,7297
C1861732,7298
C4274987,7298
C1861714,7300
C0265342,7301
C1861695,7302
C1861693,7305
C1861689,7306
C0270912,7307
C0270911,7309
C1861673,7310
C3495591,7311
C1861668,7312
C0267034,7313
C2930928,7314
C0008029,7315
C1861630,7317
C0085280,7318
C0856830,7319
C1861580,7320
C1861569,7325
C1861560,7327
C1861558,7328
C1861537,7335
C1837218,7336
C0795898,7337
C1861536,7339
C0008928,7340
C1861515,7341
C1861513,7344
C0003492,7345
C1861512,7346
C1861511,7347
C1861502,7348
C1852759,7352
C1852752,7353
C3805432,7355
C1852721,7357
C0345424,7358
C1852718,7360
C1852700,7361
C3489532,7362
C0220668,7363
C1852597,7364
C3149074,7365
C1852581,7366
C1852577,7367
C1852576,7368
C0162531,7369
C1852558,7371
C1852557,7372
C1852556,7373
C1562113,7376
C1641846,7377
C1852555,7378
C0339277,7379
C1690006,7380
C1852551,7381
C2930866,7382
C1852541,7384
C1852540,7385
C4551851,7387
C4083048,7389
C0750384,7390
C1852513,7392
C1852512,7393
C0432263,7396
C1852502,7397
C1852501,7398
C4551902,7399
C0795998,7400
C1838347,7401
C0751254,7403
C0010314,7404
C0010273,7405
C1852457,7406
C1852456,7407
C1852455,7408
C1852454,7409
C1852453,7410
C3276539,7411
C1852406,7412
C1852396,7413
C0004698,7416
C0022595,7417
C1852294,7418
C2675730,7420
C1852283,7423
C1852282,7424
C1852280,7425
C2607947,7426
C1852279,7427
C1852278,7428
C3276549,7429
C1852250,7431
C0751587,7432
C1852223,7433
C1852222,7434
C0751781,7435
C0751778,7435
C0399379,7436
C1852201,7438
C1852200,7439
C1852160,7444
C0011645,7446
C1852144,7449
C1563706,7451
C1852093,7452
C0085207,7453
C1852092,7454
C1852087,7456
C1852085,7458
C1876214,7459
C1852073,7461
C1852063,7463
C1852062,7465
C1852022,7470
C1832174,7471
C0730295,7472
C0013261,7473
C1852009,7474
C1852008,7475
C4316787,7478
C1851994,7479
C0265309,7481
C1851986,7482
C0406775,7483
C0265966,7486
C0752347,7488
C0432282,7489
C1851956,7490
C1851955,7491
C1851945,7492
C1851943,7493
C1851920,7495
C1868681,7496
C0155411,7498
C1851888,7506
C1785148,7508
C3888065,7509
C1851858,7511
C1851851,7512
C1851850,7513
C3541518,7514
C1851849,7516
C1851848,7517
C1851847,7518
C0795933,7519
C4225429,7522
C0220679,7522
C0268337,7523
C4551623,7525
C1869122,7526
C0220679,7528
C0221271,7529
C1851741,7533
C0004903,7534
C1851718,7535
C0265797,7536
C1851710,7537
C0025267,7540
C0011989,7542
C1851586,7545
C1851585,7546
C1851573,7548
C1851570,7553
C1851549,7558
C1868677,7559
C0278193,7560
C1838280,7561
C0206711,7564
C0546476,7566
C1851504,7568
C1851503,7569
C1851502,7570
C0014805,7571
C1851481,7574
C0496775,7576
C0546837,7576
C0341137,7577
C1851463,7581
C0877431,7583
C1851428,7584
C1851413,7586
C1876181,7587
C1851412,7588
C0035344,7589
C1851402,7589
C1399354,7590
C1851399,7592
C1851378,7594
C1851377,7595
C1851376,7597
C1851375,7598
C1851374,7599
C1851347,7601
C0015773,7603
C1851184,7605
C0016037,7606
C0079218,7608
C4551558,7609
C1851112,7612
C1302995,7614
C1851099,7616
C1864967,7617
C3281201,7617
C1851081,7618
C0342895,7620
C0729582,7621
C1851056,7622
C1851055,7623
C0343108,7624
C1851009,7625
C1850996,7626
C5235196,7627
C3805604,7628
C1850987,7629
C0730294,7630
C1850982,7633
C1969893,7634
C0950122,7635
C1850959,7637
C1850934,7643
C1850930,7645
C5700127,7646
C1850902,7647
C1708349,7648
C0242647,7650
C1850899,7651
C0017155,7652
C1300229,7653
C1842052,7654
C4540616,7655
C0017677,7655
C0017495,7656
C1842039,7657
C1842035,7659
C0555197,7660
C3495361,7660
C1842031,7662
C1842030,7663
C1842028,7664
C1842025,7666
C0206725,7667
C1842009,7668
C0431693,7669
C1841984,7672
C0268536,7673
C0543541,7677
C1841854,7679
C1841853,7680
C0302859,7681
C1841836,7682
C1841835,7683
C0263471,7685
C0272302,7686
C1841809,7687
C0796081,7688
C1970109,7690
C4025295,7693
C1841693,7696
C1841679,7698
C0677607,7699
C2931042,7700
C1841657,7702
C0700299,7705
C0472694,7706
C1841654,7707
C0221025,7708
C0015458,7710
C1841640,7711
C1841639,7713
C1841622,7715
C0795917,7716
C1840647,7717
C1840646,7718
C0860251,7720
C3888239,7723
C0795976,7724
C1840586,7725
C4551962,7728
C1840551,7730
C0265264,7732
C1840529,7733
C1840528,7734
C1840475,7735
C0020179,7739
C1840452,7740
C0266316,7741
C1840438,7746
C3203346,7752
C1274743,7754
C1840429,7755
C0263420,7756
C1840428,7757
C1721006,7758
C1840425,7760
C0020480,7761
C1840402,7767
C1840403,7767
C1704981,7768
C0155211,7769
C1840393,7770
C1840392,7771
C1840389,7772
C1840388,7773
C1840387,7775
C1840386,7776
C5542181,7777
C1840373,7782
C2930980,7783
C1840364,7784
C2750824,7785
C1840362,7787
C1840361,7789
C0011195,7790
C0342637,7791
C1840347,7792
C0410529,7793
C1840335,7795
C1840333,7797
C0268413,7798
C1840321,7799
C0432442,7800
C2675154,7802
C0393571,7803
C0265220,7804
C1840296,7808
C0432300,7810
C0432306,7813
C1840266,7814
C1840264,7816
C1840253,7817
C4721531,7818
C1968689,7818
C3494175,7820
C1840234,7821
C0238190,7827
C4538468,7828
C3549845,7829
C1578917,7834
C0021933,7835
C1327918,7836
C0796002,7837
C0795841,7838
C0220686,7839
C1840073,7840
C1840061,7841
C0268349,7842
CN030661,7843
C1563720,7844
C0220687,7846
C1835698,7848
C1835697,7849
C0265336,7850
C1835677,7851
C1835672,7852
C0406756,7854
C2675099,7855
C1835663,7857
C1835650,7860
C0432126,7861
C0206085,7863
C0022739,7864
C0264000,7865
C0263382,7869
C0265269,7872
C1835591,7873
C0023003,7874
C0175778,7875
C0396059,7876
C0265756,7879
C1835491,7882
C0272174,7883
C1835489,7884
C0023234,7885
C0042133,7886
C1835488,7887
C1708350,7888
C1835484,7890
C3492944,7891
C0175704,7893
C1835450,7894
C1835437,7895
C0023465,7896
C0023479,7896
C1835405,7898
C0023652,7899
C1835403,7901
C1835402,7902
C1835398,7903
C1835396,7904
C1835395,7905
C1835373,7907
C0024445,7908
C0023804,7908
C1835359,7910
C1835320,7914
C2931241,7916
C1835272,7917
C1835265,7918
C0221348,7921
C0265345,7922
C0265326,7924
C0740302,7925
C0403445,7928
C0398641,7929
C3277076,7930
C3495438,7932
C5561925,7934
C0024440,7935
C1835173,7936
C1835171,7937
C0265245,7943
C5574871,7944
C1835134,7945
C0266521,7946
C0024796,7947
C0268365,7948
C0265235,7949
C0024899,7950
C1835088,7952
C0220692,7953
C1835087,7956
C1833921,7958
C0025149,7959
C3805727,7961
C0151779,7963
C1835043,7965
C1835042,7967
C0025235,7969
C3149631,7970
C1835030,7971
C0025281,7972
C1835028,7973
C1835026,7975
C1835010,7976
C0410530,7979
C1835007,7981
C0265295,7982
C3549874,7984
C1834968,7985
C0265279,7987
C0220693,7988
C0473586,7990
C0796062,7991
C1834935,7992
C1834929,7993
C1834919,7995
C1834918,7996
C1834881,7997
C1834880,7998
C1834877,7999
C0343079,8001
C5231255,8003
C2931461,8005
C0221060,8006
C0155930,8007
C1834759,8008
C0546966,8009
C1834753,8012
C1834741,8014
C0026603,8015
C0265226,8016
C1321489,8018
C2675014,8019
C1834724,8020
CN072330,8021
C0391826,8021
C1834708,8022
C1834703,8024
C1834692,8025
C1834690,8026
C1834689,8027
C1834688,8028
C1834674,8029
C1834671,8031
C1834652,8034
C1834651,8035
C1834635,8036
C1327919,8038
C0030481,8039
C1834582,8040
C1834581,8041
C1834579,8043
C1834570,8044
C1834569,8045
C1834567,8046
C1834559,8047
C1719788,8047
C3280703,8048
C4551952,8048
C4011725,8049
C4552004,8050
C1834532,8052
C1834531,8053
C2931785,8054
C1834418,8058
C0343111,8059
C3279974,8060
C0406443,8060
C0027341,8061
C1834372,8062
C1834371,8063
C0339851,8064
C1834370,8065
C1834369,8066
C2750548,8067
C1834340,8069
C3711389,8070
C0403443,8071
C4551496,8073
C1335929,8075
C0027831,8077
C1834235,8078
C1834232,8079
C0025269,8082
C1834207,8083
C1834206,8084
C1834205,8085
C1834180,8088
C3665676,8089
C0543669,8092
C2931029,8094
C0432231,8098
C1876182,8099
C1834144,8102
C1834143,8103
C4551602,8104
C1834078,8107
C0796092,8108
C1282359,8109
C4551774,8115
C0270952,8116
C1834013,8118
C0752120,8119
C1833997,8121
C3277235,8124
C1833909,8125
C1833872,8127
C1833839,8128
C1833836,8129
C1833835,8130
C1833831,8131
C1833830,8132
C1833809,8133
C0338508,8134
C5435585,8135
C1833797,8136
C1833796,8137
C1833795,8138
C1833792,8139
C1833791,8140
C1833790,8141
C0264081,8142
C0029408,8143
C0014084,8145
C0024454,8145
C0023931,8146
C0268358,8147
C0268363,8148
C1833748,8149
C1833736,8151
C2674705,8152
C0334041,8153
C1833733,8154
C0432264,8155
C3179239,8156
C1833698,8158
C0029458,8159
C1833697,8160
C1833693,8161
C2931416,8163
C1833691,8163
C4551901,8164
C1862322,8165
C1862323,8165
C1833689,8166
C0237020,8167
C0149951,8168
C1833688,8169
C0392525,8171
C2674695,8172
C1833676,8175
C4085252,8176
C0030186,8177
C1833661,8179
C0042454,8180
C1868660,8182
C0149955,8183
C1868659,8184
C1868652,8186
C0263385,8188
C1868647,8189
C0007279,8192
C0017671,8192
C1868597,8198
C3160718,8199
C1868594,8201
C1868590,8202
C3149707,8203
C1868576,8206
C0008475,8207
C1868575,8208
C1868570,8209
C1868546,8211
C1868545,8212
C0030779,8214
C1868511,8216
C1868508,8217
C0085106,8218
C0030809,8219
C0268532,8221
C1563715,8222
C0238358,8223
C0238357,8224
C0268445,8225
C4551681,8226
C4721502,8227
C0220659,8227
C0002892,8228
C1868426,8229
C0030848,8231
C1868402,8232
C1833921,8234
C0025268,8234
C1868392,8235
C1868391,8236
C1868390,8237
C1868355,8240
C1809475,8242
C0236642,8243
C0080024,8244
C1868311,8245
C1868310,8246
C1868309,8247
C0406515,8248
C0271567,8250
C2930842,8251
C1868263,8253
C1868258,8254
C1868256,8255
C1868199,8258
C1868193,8259
C0032357,8262
C3149841,8263
C4511620,8264
C4255088,8265
C1868120,8266
C1868118,8267
C1868114,8270
C1868113,8271
C1868111,8272
C0406217,8273
C0016065,8274
C1868081,8276
C0236048,8277
C1832942,8278
C1333088,8280
C0031269,8280
C1868006,8281
C1868005,8282
C0282207,8283
C1868001,8284
C5193005,8285
C1867999,8286
C0265306,8287
C4551998,8289
C1867982,8292
C0162565,8294
C1867968,8295
C0268323,8296
C0162569,8296
C0162532,8297
C1867924,8298
C1867923,8299
C0032897,8300
C1867801,8301
C3805879,8302
C0342549,8303
C1864389,8304
C1531773,8305
C5190835,8306
C1867772,8307
C1867771,8308
C1867770,8309
C0033300,8310
C1261128,8311
C0399526,8312
C0034888,8313
C1867726,8314
C0376358,8315
C0085261,8318
C1867499,8321
C0410538,8322
C0221043,8323
C1867485,8324
C0406561,8325
C0206368,8327
C3888338,8328
C1449842,8329
C0432346,8330
C0155300,8331
C1867443,8335
C1867442,8336
C1867441,8337
C1867440,8338
C1867439,8339
C1867437,8341
C1867436,8342
C0344976,8343
C1867419,8348
C1867407,8349
C1867406,8350
C0272309,8354
C1867403,8355
C1867398,8356
C2931146,8359
C1867395,8361
C0034734,8364
C0795822,8365
C1867340,8366
C1867339,8367
C3714534,8371
C1867331,8372
C0035305,8375
C0220701,8377
C1867300,8378
C1867299,8379
C0035335,8380
C1867261,8381
C1867235,8382
C0003873,8383
C0035450,8384
C3714873,8386
C1867155,8387
C0263489,8388
C5200540,8389
C1867147,8390
C1867146,8391
C0175693,8394
C0265248,8395
C0796140,8396
C1867056,8398
C1867023,8402
C1867021,8403
C1867005,8407
C4759774,8409
C0036310,8410
C1866994,8411
C0276932,8412
C0206138,8418
C1866983,8418
C0022603,8420
C1866962,8421
C4225428,8422
C1866960,8423
C1866958,8425
C1321551,8426
C0338503,8428
C0162809,8428
C0432254,8429
C1866939,8430
C0149887,8431
C0149925,8433
C0795864,8434
C0282492,8436
C2931355,8437
C1866855,8438
C1866854,8439
C1866853,8440
C1866852,8441
C1866851,8442
C1866850,8443
C1866849,8444
C1866802,8445
C2674218,8447
C1710146,8450
C1866784,8451
C1866783,8452
C1854058,8453
C1866774,8455
C1866770,8456
C0752124,8457
C0752121,8458
C1866746,8459
C1866745,8460
C1866744,8461
C1866742,8463
C2931019,8464
C1866741,8465
C1866740,8466
C1866739,8467
C1866738,8468
C1866728,8469
C1866727,8470
C1866719,8472
C3159322,8473
C1866717,8474
C0038016,8475
C0432221,8479
C1384641,8481
C1866656,8484
C0259771,8485
C1866650,8486
C0032460,8487
C1866649,8488
C0085292,8491
C1861456,8492
C1861455,8493
C1861453,8494
C1861452,8496
C1861451,8497
C1861449,8498
C1861448,8499
C1861447,8500
C0038505,8501
C1861437,8502
C0796204,8503
C0003499,8504
C1861418,8506
C1861404,8508
C1861401,8509
C1861391,8510
C1861385,8511
C1861380,8512
C4275033,8512
C5574994,8513
C1861366,8514
C1861355,8515
C1861347,8517
C1876184,8518
C0342282,8519
C1861313,8520
C1861305,8521
C1861304,8522
C5201146,8523
C1861302,8524
C1861283,8528
C1861274,8530
C0406502,8534
C4551861,8535
C1956391,8538
C1861237,8540
C0037856,8541
C0039685,8542
C1861234,8543
C1861233,8544
C1861232,8545
C1868678,8546
C1300257,8547
C1861211,8548
C1861204,8549
C1861197,8551
C5442010,8552
C3277671,8554
C0272282,8556
C1861178,8557
C1956093,8557
C1861171,8560
C1861168,8562
C0012236,8564
C3495590,8565
C1861101,8568
C2937288,8569
C0220757,8571
C1861098,8572
CN204341,8572
C1861097,8573
C0406735,8582
C1861044,8584
C0162739,8585
C3887588,8587
C1860972,8588
C1860872,8589
C1860861,8590
C1860860,8591
C1860850,8594
C1860849,8595
C1860823,8597
C1860822,8598
C0040997,8599
C0410060,8600
C1860821,8601
C1860820,8602
C1860807,8604
C2931238,8605
C1860805,8606
C1860804,8607
C0013080,8608
C0155017,8610
C1860773,8611
C0398741,8613
C1860658,8614
C1860646,8615
C2674051,8617
C1860616,8618
C1860615,8619
C0432347,8621
C1860605,8622
C1860604,8623
C1860596,8624
C1860587,8625
C1860586,8626
C0153619,8627
C0263334,8632
C0268390,8633
C1860551,8634
C0042345,8638
C1860519,8640
C1860518,8641
C4225671,8642
C0220704,8644
C1860465,8649
C1860464,8650
C1860463,8651
C4551858,8653
C2931176,8655
C0342700,8659
C0342642,8660
C0042900,8661
C3888099,8662
C1860405,8663
C1860403,8665
C0019562,8667
C1264039,8668
C1860357,8669
C1847800,8670
C0553586,8672
C0457013,8673
C0265224,8675
C4011926,8676
C0175702,8678
CN033288,8679
C1332219,8679
C1333015,8679
C0206115,8681
C0950121,8682
C1860265,8683
C1956097,8684
C0343073,8686
C1327917,8688
C1860231,8690
C0000744,8692
C1860224,8693
C0796125,8694
C1860215,8696
C0014848,8698
C2939435,8698
C1860212,8699
C0265260,8703
C1860168,8704
C0268410,8705
C1860167,8706
C1860166,8707
C0796147,8708
C1860157,8709
C3495588,8709
C1860145,8712
C0221036,8713
C1860119,8714
C1860118,8715
C0406584,8716
C3854373,8718
C0796290,8719
C0342388,8720
C0220710,8721
C0342784,8723
C3887523,8723
C0342474,8725
C3150099,8726
C2936858,8728
C0268292,8729
C1859978,8731
C1859977,8732
C4054695,8733
C1859972,8734
C1859971,8735
C3550234,8736
C0265242,8740
C1859967,8741
C4749612,8742
C1859965,8743
C1859964,8744
C0268495,8746
C2931875,8748
C2932717,8749
C1859910,8750
C0268293,8751
C0270726,8752
C0002066,8753
C0795895,8754
C1859877,8757
C0205710,8758
C2752074,8759
C1533628,8760
C1859850,8761
C0268425,8763
C1859844,8765
C2673923,8770
C2931783,8771
C1859818,8773
C1859817,8774
C1859816,8775
C1859815,8776
C0339273,8777
C0268399,8778
C1859806,8781
C1859805,8782
C0039292,8783
C1859787,8786
C1859786,8789
C1859785,8790
C1859784,8792
C1859783,8793
C4225670,8794
C0431401,8795
C1859782,8796
C1859761,8802
C1859754,8806
C0520680,8807
C1859752,8809
C1720779,8810
C0795952,8811
C0342280,8812
C0078981,8813
C0268548,8814
C0268547,8815
C1859726,8818
C1859725,8819
C1859723,8821
C5435650,8823
C1859711,8825
C1859710,8826
C0008732,8829
C0268225,8830
C4551856,8831
C3715199,8833
C1859648,8834
C1859647,8835
C1859646,8836
C1859645,8837
C0796056,8839
C0004135,8840
C1876175,8840
C1859615,8841
C1859598,8842
C1859595,8844
C1859594,8845
C0521802,8846
C1859592,8847
C1319466,8853
C2673873,8854
C1859566,8854
C1859565,8854
C1859570,8854
C1859569,8854
C2673874,8854
C1859564,8854
C3806174,8854
C1859568,8854
C1858054,8854
C3714980,8854
C2936862,8854
C3150127,8854
C1859567,8854
C2931418,8855
C4011949,8856
C1859526,8857
C0221061,8858
C1859519,8859
C1859518,8860
C0268600,8861
C0342907,8863
C1859487,8864
C1859486,8865
C0005411,8867
C0400972,8868
C4551474,8869
C1859468,8870
C1859439,8873
C0342284,8874
C0005859,8876
C0268478,8877
C1859407,8878
C1859405,8879
C1859404,8880
C0432239,8881
C1859393,8883
C1859385,8884
